id,ime,drzava,tocke
896,SAADE Francois,LIB,35
480,BOLAT Timur,KAZ,35
2141,ALDIKAN Ghanam,KUW,35
3342,DUARTE Alexis,ARG,35
18015,BERIANI Nodari,GEO,32
2285,GUCHAPSHEV Samir,RUS,32
939,KONE Kinapeya romeo,CIV,32
1762,JAMALI Mohammad,IRI,32
17947,BIESBROUCK Dax,NED,30
21912,VASIAN Ionut,ROU,30
16388,GONZALEZ NAVARRO Pedro pablo,ESP,30
3708,KHUTAG Tsogtgerel,MGL,27
15017,MARGIANI Ushangi,GEO,26
9354,SULEMIN Grigorii,RUS,26
7196,GAN Tuvshinjargal,MGL,24
28748,LIAO Yu ming,TPE,24
28894,BUBANJA Marko,MNE,24
23127,EKOMBENG EYEGHE Junior gael,GAB,24
23162,MATEUS Silvio,ANG,24
23936,LOUFOUMA Marc,CGO,24
2996,DILL-RUSSELL Ryan,NZL,21
1531,DAVAADORJ Bat-erdene,MGL,20
9639,AITBEK Aibol,KAZ,20
26005,LEE Jaeyong,KOR,20
26044,POTTS Samuel,GBR,20
31076,JOURDAN Valentin,FRA,20
34396,KIM Chanho,KOR,20
15523,VERHAGEN Michel,NED,20
4599,KOZLOWSKI Kamil,POL,19
3679,KOVTUNOV Vitalii,UKR,18
17741,KHANDZHIAN Arsen,RUS,18
11904,GVINIASHVILI Paata,GEO,18
20191,GONCALVES PEREIRA Euler,BRA,18
7855,BOEHLER Laurin,AUT,17
12046,GULYAYEV Artem,UKR,16
6802,BREWER Mark,NZL,16
20404,LAAMANEN Aatu,FIN,16
34127,DOVBYSH Daniil,UKR,16
34696,FARIA Eduardo,BRA,16
8040,NELMARK Oliver,DEN,14
4089,EDWARD Robert,CAN,14
16269,OHAT Zalan,HUN,12
3571,SMITH Jordan,AUS,12
4837,ALIMLI Rustam,AZE,12
19076,HEGEDUS Dusan,SVK,12
30668,BERTOLOTTI Mariano,ARG,12
16055,ALLI Jaakko,FIN,10
9363,KUKOVICA David,SLO,10
3653,CONRAD Hannes,GER,10
6799,ZUVELA Karl,AUS,10
15669,WOLFMAN Archi,ISR,10
969,ROMERO Juan,URU,9
12156,CHANG Wei chen,TPE,9
13075,ARROYO OSORNO Jose luis,PER,9
6614,MANURUNG Horas,INA,8
2586,SPASOJEVIC Igor,SLO,8
9287,DE VREEZE Max,NED,8
11493,DZIERZANOWSKI Igor,POL,8
14724,HARDER Rico,NED,8
20288,SCHUBERT Maximilian,GER,8
23911,AMIRMETOV Rustam,RUS,8
3022,YAHATA Kenji,PHI,7
8311,EFEMGIL Ahmet Oguzhan,TUR,7
1267,VAN NUFFEL Dylan,BEL,7
6761,CHICLANA Alexis,PUR,7
11563,KUMAR Pramod,IND,7
7389,LOPORCHIO Giuliano,ITA,6
9401,MIRANDA Fabio,ITA,6
18520,MUNGAI Nicholas,ITA,6
23943,LESIAK Siarhei,BLR,6
14425,KATAIEV Ievgen,UKR,5
12124,RUSTAMOV Erbol,UZB,4
16847,WANG Jyun,TPE,4
26151,IGNANITO JEREMY Gergory,INA,4
7083,JOBE Omar,GAM,4
28943,TRAVIESO CUELLAR Yoandy,CUB,4
20718,DZILANDZE Aliko,RUS,4
12215,MICHEL Martin,BOL,3
16259,RIVERA Axel,PUR,3
6913,SANG Kiplangat,KEN,3
12954,BEKTURSUNOV Azamat,KGZ,3
24377,GIHAN Darshana,SRI,3
1364,LEKAVICIUS Zilvinas,LTU,2
12863,TAKAYAWA Tevita,FIJ,2
46,STEVENS Travis,USA,2
2163,STSIASHENKA Aliaksandr,BLR,2
7344,EBATA Jobu,JPN,2
9274,BARBONI Denis,LUX,2
9635,KALKAMANULY Aziz,KAZ,2
13525,KUUSIK Mattias,EST,2
14317,BELJIC Denis,CRO,2
16206,MAJDOV Nemanja,SRB,2
18716,KUMRIC Marko,CRO,2
21891,AMINOV Murtazo,TJK,2
25433,KHURRAMOV Mukhammadkarim,UZB,2
28801,OTSUJI Kota,JPN,2
28812,KHUDAYBERGANOV Doniyor,UZB,2
28887,MALDONADO Joao,NCA,2
34716,BULEKULOV Faruch,KGZ,2
17462,AKHMETZHANOV Asset,KAZ,2
17595,ALQURAISHI Shihab,IRQ,2
2787,NAEMI Awad,QAT,2
12253,GOMERA Cristhian,DOM,2
11136,FINESSE Nantenaina,SEY,2
12835,NDIAYE Saliou,SEN,2
17518,HAMAD Eiyal salman,JOR,2
22346,OBRIAN CRETIN Claude,NCL,2
25981,HSIEH Che wei,TPE,2
27891,WAMBI Samson,KEN,2
31698,MUN Kyujoon,KOR,2
466,ALARZA David,ESP,1
2089,CHANG Hao-wei,TPE,1
6992,GHASEMI NEJAD Amir,IRI,1
9323,CHISCA Valeriu,MDA,1
11680,CHO Young woo,KOR,1
16755,SARWAR Wajahat,PAK,1
17691,LI Kunpeng,CHN,1
17692,ZHANG Chunlei,CHN,1
17918,DEDEIC Rijad,BIH,1
21801,GENC Ilhami,TUR,1
23419,RADULESCU Emanuel,ROU,1
25948,ISSAGABYLOV Maksat,KAZ,1
10893,SAVY Lionel,SEY,1
12615,MANONGHO Luc odelin,GAB,1
14836,ESQUIVEL Alexis,MEX,1
15917,ARUSA Kila,PNG,1
17217,KHANKAN Adnan,SYR,1
23126,DIOP El hadji malick,SEN,1
23150,MAKHTOOB Mohanad,PLE,1
23937,LEFA Berniche,CGO,1
951,ORTIZ Idalys,CUB,3146
2114,YU Song,CHN,2930
2313,ANDEOL Emilie,FRA,2487
15083,MA Sisi,CHN,2396
822,CHEIKH ROUHOU Nihel,TUN,1894
2491,YAMABE Kanae,JPN,1722
14820,INAMORI Nami,JPN,1620
2766,IAROMKA Svitlana,UKR,1464
10048,KIM Minjeong,KOR,1384
19203,SAYIT Kayra,TUR,1383
721,CERIC Larisa,BIH,1339
9283,SAVELKOULS Tessie,NED,1097
1202,KUELBS Jasmin,GER,1062
9134,WEISS Carolin,GER,1058
2081,ALTHEMAN Maria suelen,BRA,994
2008,TACHIMOTO Megumi,JPN,960
451,ISSANOVA Gulzhan,KAZ,896
2921,KIM Jiyoun,KOR,886
3532,KAYA Belkis zehra,TUR,886
1154,KINDZERSKA Iryna,UKR,877
4443,CHIBISOVA Ksenia,RUS,869
550,KONITZ Franziska,GER,846
3924,SLUTSKAYA Maryna,BLR,838
959,MOJICA Melissa,PUR,790
15096,PAKENYTE Santa,LTU,698
3002,ZAMBOTTI Vanessa,MEX,684
3789,ERB Marine,FRA,628
1249,ASSELAH Sonia,ALG,596
441,NUNES Rochele,BRA,572
55,CUTRO-KELLY Nina,USA,528
2732,ODKHUU Javzmaa,MGL,517
7351,ASAHINA Sarah,JPN,451
1923,ADLINGTON Sarah,GBR,442
1740,LOUETTE KANNING Lucie,FRA,416
1369,JABLONSKYTE Sandra,LTU,362
12657,WETIE DIODJO Nadine,CMR,360
6910,SAGNA Monica,SEN,309
1594,FURMANEK Katarzyna,POL,297
8426,KALANINA Yelyzaveta,UKR,240
9400,MARCHIO Elisa,ITA,234
2358,SOKOLOVA Nataly,RUS,224
14607,ZABIC Milica,SRB,197
1799,QIN Qian,CHN,180
6684,SARBASHOVA Nagira,KGZ,178
2680,DA CUNHA Samantha,ARG,176
5250,GERMAN Leidi,DOM,162
12210,VIVEROS Marlin,ECU,160
3642,INOUE Manami,JPN,160
1984,LEE Eun-ju,KOR,149
7851,MYERS Jodie,GBR,132
3858,SUTALO Ivana,CRO,129
5684,BATTULGA Munkhtuya,MGL,123
25383,YULDOSHOVA Rahima,UZB,121
7222,KARPOVA Daria,RUS,120
9975,ICHIHASHI Suzuka,JPN,120
4232,BUESSOW Kristin,GER,114
9756,RODRIGUEZ OCANA Kenia,CRC,113
17999,SZIGETVARI Mercedesz,HUN,110
520,OZEN Gulsah,TUR,108
2524,TRABELSI Sahar,TUN,106
23128,EYUI MBENGONE Andrea,GAB,104
9222,WANG Rui,CHN,101
28258,TOMITA Wakaba,JPN,100
3643,EBOSHI Miku,JPN,100
7941,NOGUEIRA Camila,BRA,100
22293,TOLOFUA Julia,FRA,88
12498,SATJADET Thonthan,THA,87
4181,KOUMBA Audrey,GAB,80
6909,SAGNA Georgette,SEN,80
14704,SAPSAI Anastasiia,UKR,64
11130,ERKINBAEVA Saneayim,UZB,63
3956,SHEREMETOVA Ekaterina,RUS,62
16004,LI Nan,CHN,60
26026,EOM Dahyeon,KOR,60
10508,LAPROVIDENCE Annabelle,MRI,60
9808,NAGOROVA Aydana,RUS,58
12155,SUN Pei yu,TPE,55
17879,GUTIERREZ Giordanna,CHI,51
3270,MARANIC Ivana,CRO,48
11884,M BAIRO Anne fatoumata,FRA,48
27308,TSAI Jia wen,TPE,40
16137,OJEDA Daile,CUB,36
10441,MURAGU Alice,KEN,34
7494,LOPEZ Emileidys,VEN,33
23125,BADJI Ivette angele k s,SEN,32
17730,TAKIKAWA Mao,JPN,30
2315,RAMANICH Rebecca,FRA,30
9806,BABINTCEVA Aleksandra,RUS,28
19667,FLEMING Ashley,GBR,28
9318,BUSEMAN Lena,NED,26
7077,MONIZ Adysangela,CPV,26
1906,ABDRASSULOVA Zarina,KAZ,22
26028,KIM Minji,KOR,20
29786,DE OLIVEIRA Victoria,BRA,20
13899,GARCIA AGUILAR Silvia,ESP,16
13706,FURTADO Ellen,BRA,10
16331,BENGHANEM Khadija,MAR,8
13344,WILLIAMS Mackenzie,USA,4
16555,YANG Ya-chun,TPE,4
25984,CHANG Ling fang,TPE,4
10751,LEONIDZE Irine,GEO,3
15798,BENSALEM Ikram,MAR,3
8277,MARATOVA Nazgul,KAZ,2
10369,NAGY Kitti,HUN,2
13932,KARPATI Emese,HUN,2
15562,KEBADZE Elene,GEO,2
18387,ZALECZNA Anna,POL,2
10412,KALIUZHNAYA Katsiarina,BLR,2
15524,DAVTYAN Dzhuletta,RUS,2
7127,KAUSHALYA Sachini,SRI,2
27898,POUDIOUGOU Fatoumata,MLI,2
1587,JAWORSKA Joanna,POL,1
2291,MKHITARYAN Anaid,RUS,1
3425,UREK Urska,SLO,1
3650,MAIRHOFER Sarah,AUT,1
6093,CONEJERO LOZANO Sara,ESP,1
8244,KARA Kubra,TUR,1
8418,JARGALSAIKHAN Byambajav,MGL,1
9155,LEE Jung eun,KOR,1
16420,GAO Man,CHN,1
7984,CHONGTHAM Jina Devi,IND,1
12594,RATUGI Esther,KEN,1
16312,LOKO Liliane,CGO,1
21128,ZANNONI Jessica,SMR,1
209,MUNKHBAT Urantsetseg,MGL,2734
568,PARETO Paula,ARG,2540
25530,GALBADRAKH Otgontsetseg,KAZ,2262
7355,KONDO Ami,JPN,2033
436,MENEZES Sarah,BRA,1963
8690,JEONG Bokyeong,KOR,1930
3239,FIGUEROA Julia,ESP,1686
241,CSERNOVICZKI Eva,HUN,1663
12695,LIMA Taciana,GBS,1460
1274,VAN SNICK Charline,BEL,1427
12221,LOKMANHEKIM Dilara,TUR,1386
8177,DOLGOVA Irina,RUS,1356
2765,CHERNIAK Maryna,UKR,1268
2046,UNGUREANU Monica,ROU,1229
2159,ASAMI Haruna,JPN,1080
17762,TONAKI Funa,JPN,1080
2381,MESTRE ALVAREZ Dayaris,CUB,994
12665,SAHIN Ebru,TUR,992
1738,PAYET Laetitia,FRA,906
1427,RISHONY Shira,ISR,846
14609,NIKOLIC Milica,SRB,833
1961,KONDRATYEVA Nataliya,RUS,824
3334,BRIGIDA Nathalia,BRA,802
9865,RAYNER Chloe,AUS,660
3001,CARRILLO Edna,MEX,648
4255,XIE Shishi,CHN,609
14853,MINSKER Noa,ISR,586
4966,KIM Sol mi,PRK,580
7216,PERSIDSKAIA Mariia,RUS,510
2652,MOSCATT Valentina,ITA,501
2759,RUMYANTSEVA Kristina,RUS,477
1893,URANI CLIMENCE Aurore,FRA,439
7371,COBOS Diana,ECU,418
11149,SAOUDI Olfa,TUN,384
2332,PODRYADOVA Alexandra,KAZ,368
3273,ENDO Hiromi,JPN,336
7072,RATIARISON Asaramanitra,MAD,322
2047,DUMITRU Violeta,ROU,312
2746,VAN Ngoc Tu,VIE,282
5082,GURBANLI Aisha,AZE,264
7837,PUPP Reka,HUN,259
104,RENICKS Kimberley,GBR,248
9368,CLEMENT Melanie,FRA,242
6805,ROUSE Emma,NZL,240
10842,LOTFULLINA Lilia,RUS,224
13428,YVIN Romane,FRA,220
14498,GARCIA MESA Cinta,ESP,215
10512,SAIDI Sabrina,ALG,212
49,BOUYSSOU Katelyn,USA,206
14920,GILIAZOVA Sabina,RUS,202
592,ALVAREZ Luz,COL,200
4296,BATA Philomene,CMR,200
14881,MOUNIER Cheyenne,FRA,196
1273,JURA Anne sophie,BEL,196
1334,VRSIC Kristina,SLO,188
7539,BUCHARD Amandine,FRA,186
1977,KONIECZNY Ewa,POL,184
16310,MORAND Priscilla,MRI,183
17782,KANG Yujeong,KOR,172
7527,CHIBANA Gabriela,BRA,150
3513,WIRTH Sonja,GER,149
28354,HURTADO MUNOZ Melissa,CUB,140
8155,JANG Ji yeong,KOR,130
8434,DIOGO Joana,POR,126
7014,GULOVA Nodira,UZB,125
16454,KUBEEVA Mukaddas,UZB,124
15142,MORIZAKI Yurie,JPN,120
25538,BATTAMIR Khorloo,MGL,120
27665,KELMENDI Fjolla,KOS,120
12762,SUZUKI Anne,USA,119
3783,GABRIELLI Scarlett,FRA,118
3816,KUZNETSOVA Alesya,RUS,113
8240,KILIC Nazlican,TUR,112
15858,ROSSENEU Amelie,ISR,102
7953,TRUONG Summer,USA,102
19950,AKKER Kim,NED,100
7829,KRASNIQI Distria,KOS,96
28833,OH Yeunju,KOR,96
8479,NOURAN Adam,EGY,96
1199,MENZ Katharina,GER,93
6617,SUSANTI Terry kusumawardani,INA,86
11319,CHINDELE Abigail,ZAM,84
18952,VAUGARNY Melodie,FRA,80
13137,MECEREM Hadjer,ALG,79
9827,JIANG Yahong,CHN,72
28747,LIN Chu yun,TPE,72
12186,HUNG Yu ting,TPE,72
7825,BUDESCU Cristina,MDA,68
177,FREITAS Leandra,POR,65
23035,CORCHER Sephora,FRA,62
15898,SOLIS GUTIERREZ Evelyn,GUA,62
13864,BISHRELT Khorloodoi,MGL,60
14915,PAVLENKO Anastasia,RUS,60
24253,GYUNTER Marina,RUS,60
32380,SAIYL Uldana,KAZ,60
28592,VARGAS LEY Mary dee,CHI,60
5622,GOMEZ Andrea,VEN,57
2027,YAMAGISHI Emi,JPN,56
8320,ERDENETSOGT Gerelmaa,MGL,55
18226,OSOIANU Tatiana,MDA,48
17065,MATIJEVIC Sara,CRO,48
28718,JON Yu sun,PRK,48
22793,ALADOSHVILI Olga,GEO,48
14728,MILANI Francesca,ITA,48
1487,SANCHEZ Isandrina,DOM,45
25079,PRADO Giovanna,USA,44
17838,CASTRO Pierina,ECU,44
21301,ULRICH Mira,GER,42
8417,KAPAYEVA Anfisa,BLR,42
15288,ARRILLAGA Aiora,ESP,41
11692,KASAHARA Ayumi,JPN,40
26022,PARK Eunlee,KOR,40
30716,ALAMOS Francesca,CHI,40
15317,HEJLIK Ashley,USA,40
13461,STANGAR Marusa,SLO,40
9673,NAKHAYENKA Katsiaryna,BLR,39
17704,XIONG Yao,CHN,36
31904,ABUZHAKYNOVA Abiba,KAZ,36
20202,PERAFAN Keisy,ARG,34
13022,ALIYEVA Leyla,AZE,33
4403,MATEI Ioana,ROU,26
9720,CHOI Soohee,KOR,24
17790,QI Qige,CHN,24
9328,CASAS Cristina,ESP,22
17431,LHENRY Marine,FRA,22
2729,AKKUS Sumeyye,TUR,20
3882,STANKIEWICZ Joanna,POL,20
17104,FARIAS Larissa,BRA,20
7488,CASTELL Lorena,ESP,20
1212,BAIKULEVA Aigul,KAZ,19
3433,POP Alexandra,ROU,18
13478,GERSJES Amber,NED,16
19457,ADRASTI Elisa,ITA,16
9510,LIKMABAM Shushila Devi,IND,14
12892,BEDIOUI Oumaima,TUN,12
17143,MARTINEZ ABELENDA Laura,ESP,12
23961,CLEMENTE Gabriela,BRA,12
28178,KOSONEN Marianne,FIN,12
3817,DMITRIEVA Anna,RUS,10
17801,TAKAHASHI Rui,JPN,10
17720,CHEN Wan yu,TPE,9
13603,MARCELLET Camila,ARG,9
3585,ENCARNACION Nadine,USA,8
4024,GOMEZ Viviana,COL,8
8028,AMRANE Sadjia,ALG,8
12894,BOUBAKER Islam,TUN,8
27779,WARASIHA Yuriko,THA,6
31848,GUEDEZ Maria,VEN,6
14862,KRAFT Mara tabea,AUT,6
16887,IMANGALIYEVA Meruyert,KAZ,6
17841,GIAMATTEI Angela,ITA,6
18175,KUBICKA Kinga,POL,6
27759,CHENG Sze ham,HKG,4
27791,HAVUGIYAREMYE Adidja mimile,BDI,4
14604,GANBAATAR Narantsetseg,MGL,3
7338,DAMYANOVA Borislava,BUL,3
22099,SOSKEEVA Kumushai,KGZ,2
23697,ZHUMALI KYZY Anara,KGZ,2
3842,ERDENEBAT Bazarragchaa,MGL,2
12682,MAMMADOVA Shafag,AZE,2
15451,NISHCHETA Olena,UKR,2
28737,BAE Seulbi,KOR,2
30138,BEISHENAALY KYZY Begai,KGZ,2
14214,QIU Xiang ting,TPE,2
17707,WONG Chor yan,HKG,2
3835,EL QORACHI Fatima zahra,MAR,2
936,IDRISSI CHORFI Wafae,MAR,2
10805,SOLIS Jacqueline,GUA,2
11535,HAIN Caroline,AUS,2
12386,PAREDES Rachel,VEN,2
13458,MORGAN Erin,CAN,2
26057,DIARRASSOUBA Maimouna,CIV,2
30720,AZARPEIVAND Tahereh,IRI,2
31406,MUTHUBANDAGE Prarthana,SRI,2
3441,STEFANESCU Andreea,ROU,1
17116,STADDON Kelly,GBR,1
25707,KARIMOVA Munira,UZB,1
4518,ZHANALIEVA Aizaada,KGZ,1
9585,EWALA BONDIME Esther Corine,GAB,1
11534,MEYER Amy,AUS,1
15693,GONZALEZ Judith,CHI,1
16224,MONABANG Marcelle yvana,CMR,1
20810,MOHAMMED Khaliqa,TTO,1
22874,SAM Wai ian,MAC,1
23654,ASHIQ Humaira,PAK,1
11273,KELMENDI Majlinda,KOS,3200
2045,CHITU Andreea,ROU,2250
80,NAKAMURA Misato,JPN,2210
437,MIRANDA Erika,BRA,1958
10017,SHISHIME Ai,JPN,1950
3469,GIUFFRIDA Odette,ITA,1868
366,KUZIUTINA Natalia,RUS,1822
15240,EURANIE Annabelle,FRA,1808
32,MA Yingnan,CHN,1602
3908,COHEN Gili,ISR,1492
2375,GNETO Priscilla,FRA,1378
6692,BABAMURATOVA Gulbadam,TKM,1274
1935,KRAEH Mareen,GER,1212
15965,TSCHOPP Evelyne,SUI,1062
7829,KRASNIQI Distria,KOS,1060
10374,AYARI Hela,TUN,905
230,MUNKHBAATAR Bundmaa,MGL,898
9187,ADIYASAMBUU Tsolmon,MGL,840
1745,GOMEZ Laura,ESP,832
178,RAMOS Joana,POR,792
325,HEYLEN Ilse,BEL,777
1503,DELGADO Angelica,USA,762
4011,RYZHOVA Yulia,RUS,758
18169,PIENKOWSKA Karolina,POL,749
2698,GUICA Ecaterina,CAN,724
2025,NISHIDA Yuka,JPN,638
2023,HASHIMOTO Yuki,JPN,590
14013,SKRYPNIK Darya,BLR,579
1137,KIM Mi-ri,KOR,550
14994,BISHOP Justine,NZL,539
17393,UCHIO Mako,JPN,530
10510,LEGENTIL Christianne,MRI,530
1593,PERENC Agata,POL,528
457,SUNDBERG Jaana,FIN,501
14633,SIKIC Tena,CRO,500
3185,SCHWARTZ Roni,ISR,487
2455,TROTTER Hannah,AUS,487
10043,PARK Da Sol,KOR,445
8268,STANKEVICH Zhanna,ARM,435
3645,TRETTER Maria,GER,424
2718,EDWARDS Kelly,GBR,418
3392,FLORIAN Larisa,ROU,340
755,MOUSSA Meriem,ALG,336
9609,TUITEKOVA Aigunim,KAZ,302
16098,ROMERO Gretter,CUB,301
3337,CARDOZO MADAF Abi betsabe,ARG,288
23912,TASHTIMIROVA Aigul,RUS,260
11433,OLVERA Luz,MEX,242
2675,GONZALEZ Oritia,ARG,242
11107,CHINTOGTOKH Azzaya,MGL,211
15666,FOFANA Salimata,CIV,200
9595,HADDAD Djazia,ALG,194
3688,STARKOVA Oleksandra,UKR,188
1907,MINGAZOVA Lenariya,KAZ,184
17378,KELDIYOROVA Diyora,UZB,184
280,ENTE Birgit,NED,172
22463,BEISCHMIDT Ines,GER,168
13156,AISSAHINE Faiza,ALG,160
10916,PEREIRA Jessica,BRA,159
11459,ARCA Ayse,TUR,158
10620,BELDIAGINA Kseniia,KGZ,157
13437,GNETO Astride,FRA,157
993,KEARNEY Lisa,IRL,151
12572,NGUYEN THI Quynh,VIE,142
1776,BONNA Penelope,FRA,137
22519,NORDMEYER Nieke,GER,136
2561,BALJINNYAM Bat-erdene,MGL,122
12815,DIAZ Diana,ECU,122
22976,JUMABAEVA Gulaim,UZB,120
1157,LEVYTSKA Tetiana,UKR,118
13778,RIM Song sim,PRK,118
1573,CHEN Chin-ying,TPE,114
4981,DUPORT Lucile,FRA,108
13078,GAMARRA CARBAJAL Brillith,PER,106
15693,GONZALEZ Judith,CHI,102
266,NAREKS Petra,SLO,101
3238,LOPEZ SHERIFF Estrella,ESP,90
534,TARANGUL Romy,GER,86
2,MULLER Marie,LUX,83
3569,WOLFSLAG Miranda,NED,82
20807,KAMARA Ndeye oumy,SEN,81
10774,DELOTS Rosa,NCL,80
10501,NGUYEN Thuy,VIE,70
3368,SZABO Katinka,HUN,68
2078,SILVA Raquel,BRA,68
16659,GARRIDO Joselin,CHI,66
4141,HOLTZINGER Laura,FRA,66
11239,ADA KARA Christine,GAB,65
8198,JANASHVILI Mariam,GEO,64
1088,MAROS Barbara,HUN,62
25747,KWON Aerim,KOR,61
34655,CHEN Jia-yi,TPE,60
7809,STANGAR Anja,SLO,60
6014,GARCIA Maria,DOM,58
1159,BUIOK Mariia,UKR,57
3513,WIRTH Sonja,GER,56
952,BERMOY ACOSTA Yanet,CUB,52
10713,RENICKS Louise,GBR,51
17273,TOPOLOVEC Tihea,CRO,50
1081,VALENTIM Eleudis,BRA,50
11753,ISSOUMAILA Aurelia,FRA,50
33444,HE Xuemei,CHN,48
9405,ROSSO Julia,FRA,46
16952,KAKKO Katri,FIN,44
690,MORETTI Elena,ITA,42
2531,RAYNAUD Louise,FRA,42
9956,LIEN Pei-ju,TPE,41
22848,WARASIHA Kachakorn,THA,40
7539,BUCHARD Amandine,FRA,40
13017,SOUKATE Ikram,MAR,40
21511,BLAVIER Myriam,BEL,40
26023,CHO Heejin,KOR,40
27184,CIFUENTES Lillian,USA,40
25455,RASSANAVA Lizaveta,BLR,38
11593,HA Ju hee,KOR,36
11704,CHEN Chen,CHN,36
20937,KORKMAZ Irem,TUR,36
12635,GAGARINA Olga,RUS,34
9080,UBAYDULLAEVA Dildora,UZB,33
177,FREITAS Leandra,POR,32
15733,KIRIEVSKAYA Antonina,RUS,31
10016,KUROKI Miharu,JPN,30
16200,KIM Yura,KOR,30
6299,TEKNECI Kubra,TUR,25
13037,TEMELKOVA Betina,BUL,22
17272,RUBINSTEIN Madelene,NOR,22
17275,GILES Chelsie,GBR,22
12359,EASTON Tinka,AUS,22
7407,RIBEIRO Ines,POR,22
25657,TURMAKHANOVA Gaukhar,KAZ,21
10612,HERNANDEZ Monica,MEX,21
4446,KUTSENKO Olessya,KAZ,20
350,THOUDAM Kalpana Devi,IND,20
10583,FRANCIS METHOT Audree,CAN,20
9226,COBAN Sappho,GER,19
14750,LUNDING Anja,DEN,18
15217,ESTEVES Mariana,POR,18
7410,BAJO Laura,ESP,18
16178,PALMA Jormary,VEN,15
8184,BABINYAN Zarina,RUS,14
12063,NICOLAESCU Oana,ROU,12
13702,COLMAN Layana,BRA,12
19070,GIORDA Francesca,ITA,12
19269,PIDRONI Fabiola,ITA,12
21313,PEREZ BOX Ana,ESP,12
10788,GRAVES Mirelle,USA,12
17233,JIMENEZ Kristine,PAN,11
13670,CRUZ Jennifer,MEX,11
1073,SANTOS Marta,POR,10
13121,GOMEZ Fatima,ESA,8
18126,MARTYNOWICZ Martyna,POL,8
19647,HOGREFE ACEA Sofia,ESP,8
14928,SEJDINOVIC Selma,BIH,7
1231,THUMM Verena,GER,6
1621,PAWLIKOWSKA Zuzanna,POL,6
4970,MATEI Cristina,ROU,6
10940,AQUEVEQUE Romina,ARG,6
19569,IVANOVA Galya,BUL,6
7780,ZAYIROVA Sakina,AZE,5
12531,GASONGO Antoinette,BDI,5
12704,TSUI Shuk ki,HKG,4
14235,TSENG Yu ju,TPE,4
15012,PUREVSUREN Buyankhishig,MGL,4
13495,BATSUKH Altantsetseg,MGL,3
19165,ALMUKHANBETOVA Guldana,KAZ,3
7090,DAWA Helen,PHI,3
3367,KELIGER Bernadett,HUN,2
9492,KRISANDOVA Andrea,SVK,2
13290,MOLCHANOVA Polina,RUS,2
13799,HERNANDEZ IGLESIAS Yurisleidy,CUB,2
14711,IOANCA Roxana,ROU,2
17403,PASHINA Anna,RUS,2
21037,SAPARBEKOVA Jibek,KGZ,2
22436,SAGITOVA Galiya,RUS,2
33446,SU Rigugaqiqige,CHN,2
17783,KIM Saeri,KOR,2
10844,QUINTERO Hadhelhayd,VEN,2
11293,FATIME Barka,CHA,2
11949,DERAVINES Linouse,HAI,2
12611,ADHIKARI Lila,NEP,2
30719,BAHRAMI Elham,IRI,2
30962,DA Salimata,BUR,2
31691,KONETIO Djeneba,MLI,2
32081,SULAYMONOVA Gulnor,UZB,2
3268,BEKIC Andrea,CRO,1
3433,POP Alexandra,ROU,1
3817,DMITRIEVA Anna,RUS,1
10802,NAZAROVA Gulshan,AZE,1
10823,TOVSTETSKAYA Antonina,RUS,1
14689,KAISAROVA Assel,KAZ,1
16428,HAN Galimuga,CHN,1
16454,KUBEEVA Mukaddas,UZB,1
17793,GU Xiaowei,CHN,1
7094,SU Yu-jou,TPE,1
12139,LUCUMI Tatiana,COL,1
15850,NARAS Loana,PYF,1
17922,BIEDERMANN Judith,LIE,1
21713,ELALMI Hadeel,JOR,1
21811,MOSSILO NZELEKET Erika marielle,CGO,1
1540,DORJSUREN Sumiya,MGL,3550
1139,KIM Jandi,KOR,2258
438,SILVA Rafaela,BRA,2253
7353,YOSHIDA Tsukasa,JPN,2018
3787,RECEVEAUX Helene,FRA,1850
172,MONTEIRO Telma,POR,1692
51,MALLOY Marti,USA,1690
79,MATSUMOTO Kaori,JPN,1570
651,LIEN Chen-ling,TPE,1456
1897,PAVIA Automne,FRA,1450
12678,SMYTHE-DAVIS Nekoda,GBR,1417
250,KARAKAS Hedvig,HUN,1393
384,CAPRIORIU Corina,ROU,1226
1794,ROPER Miryam,GER,1128
3244,BEAUCHEMIN-PINARD Catherine,CAN,1062
422,GJAKOVA Nora,KOS,1048
1938,WAECHTER Viola,GER,960
219,FILZMOSER Sabrina,AUT,924
3626,MANUEL Darcina,NZL,860
3884,PODOLAK Arleta,POL,749
3435,VERHAGEN Sanne,NED,730
1803,LIU Yang,CHN,704
1034,ILIEVA Ivelina,BUL,700
2799,ROGIC Jovana,SRB,696
367,ZABLUDINA Irina,RUS,664
13637,EQUISOAIN Jaione,ESP,655
3631,TAMAOKI Momo,JPN,650
3317,OHAI Loredana,ROU,592
4536,BENARROCHE Lola,FRA,562
2239,TARIKET Ratiba,ALG,538
2160,UDAKA Nae,JPN,521
3499,DURBACH Manon,LUX,516
14916,MEZHETCKAIA Daria,RUS,482
5183,LU Tongjuan,CHN,474
14917,KONKINA Anastasiia,RUS,426
1054,AMARON Emilie,SUI,425
1927,AMARIS Yadinys,COL,402
2466,MINAKAWA Camila,ISR,402
2174,JLASSI Nesria,TUN,396
14858,NELSON LEVY Timna,ISR,378
13964,SITCHEPING Paule,CMR,338
9724,JI Yunseo,KOR,331
1236,MUELLER Johanna,GER,330
10319,BLOT Laetitia,FRA,326
8182,GOLOMIDOVA Natalia,RUS,320
